,conf,i,j
707,27200000,0.2010345835,0.2011958674
708,276250000,0.2041242127,0.2042444928
709,276250000,0.2041347061,0.2041744526
710,276250000,0.204199882,0.2042004564
711,276250000,0.204201517,0.2042447769
712,276250000,0.2042279198,0.2043474526
713,276250000,0.2042353315,0.2043474526
714,276250000,0.2042385078,0.2044736597
715,276250000,0.2042442794,0.2044630334
716,276250000,0.2043523688,0.2044630334
717,276250000,0.2043607804,0.2044630334
718,277950000,0.2061017485,0.2062341637
719,277950000,0.2061017485,0.2062345633
720,277950000,0.2061017485,0.2062350371
721,277950000,0.2061017485,0.2062354734
722,277950000,0.2061019919,0.2062341637
723,277950000,0.2061019919,0.2062345633
724,277950000,0.2061019919,0.2062350371
725,277950000,0.2061019919,0.2062354734
726,277950000,0.2061022725,0.2062341637
727,277950000,0.2061022725,0.2062350371
728,277950000,0.2061022725,0.2062354734
729,277950000,0.2061025737,0.2062341637
730,277950000,0.2061025737,0.2062345633
731,277950000,0.2061025737,0.2062350371
732,277950000,0.2061025737,0.2062354734
733,279650000,0.2045711689,0.2045712244
734,280500000,0.2045589893,0.2045993408
735,282200000,0.2066699891,0.2067091075
736,282200000,0.2066700325,0.2067091075
737,282200000,0.2066711061,0.2067097989
738,284750000,0.2088910859,0.2090087974
739,294100000,0.2076139529,0.2076709448
740,296650000,0.2037182093,0.2037235657
741,29750000,0.2040319398,0.2040327683
742,29750000,0.20403194,0.2040327538
743,302600000,0.2066644166,0.2068030957
744,302600000,0.2066644166,0.2068154995
745,302600000,0.2066644166,0.2068332065
746,302600000,0.2066644166,0.2068347432
747,302600000,0.2066644166,0.2068476294
748,302600000,0.2066670226,0.2067971455
749,302600000,0.2066941594,0.2068030957
750,302600000,0.2066941594,0.2068154995
751,302600000,0.2066941594,0.2068332065
752,302600000,0.2066941594,0.2068347432
753,302600000,0.2066941594,0.2068476294
754,302600000,0.2066965595,0.2068030957
755,302600000,0.2066965595,0.2068154995
756,302600000,0.2066965595,0.2068332065
757,302600000,0.2066965595,0.2068347432
758,302600000,0.2066965595,0.2068476294
759,302600000,0.2067080709,0.2068030957
760,302600000,0.2067080709,0.2068154995
761,302600000,0.2067080709,0.2068332065
762,302600000,0.2067080709,0.2068476294
763,302600000,0.2067082145,0.2068555897
764,302600000,0.2068175254,0.2068257954
765,315350000,0.2082594648,0.2083392797
766,317050000,0.2063114763,0.2064879222
767,317050000,0.2063114763,0.2065041347
768,317050000,0.2063968613,0.2065107534
769,317050000,0.206429659,0.2064887366
770,317050000,0.2064470655,0.2066104555
771,317050000,0.2064640321,0.2065284515
772,317050000,0.2064950016,0.2065881136
773,317050000,0.2065116439,0.2065528068
774,317050000,0.2065188986,0.2065772517
775,317050000,0.2065200559,0.2066096832
776,317050000,0.206525858,0.2065821937
777,317050000,0.2065280525,0.2065782591
778,317050000,0.2065361098,0.2065655463
779,317050000,0.2065370124,0.2066080966
780,317050000,0.2065378121,0.2065946778
781,317050000,0.2065571354,0.2066134796
782,317050000,0.2065645641,0.2066116993
783,317050000,0.206589163,0.2066477902
784,321300000,0.2053317357,0.2053877009
785,327250000,0.2034009656,0.2037109957
786,334050000,0.2069580817,0.207023701
787,334050000,0.2069580817,0.2070244852
788,334050000,0.2070352022,0.2072250812
789,334900000,0.2033932443,0.2035605356
790,334900000,0.2034050535,0.2035712884
791,340000000,0.2083569255,0.2083613834
792,342550000,0.2077057333,0.2077357325
793,343400000,0.2047193996,0.2048170487
794,344250000,0.2058353397,0.2058353623
795,344250000,0.2058353397,0.2058353854
796,344250000,0.2058353397,0.2058354842
797,344250000,0.2058353531,0.20583545
798,344250000,0.2058353531,0.2058354532
799,344250000,0.2058353572,0.2058354082
800,344250000,0.2058353577,0.2058353959
801,344250000,0.2058353577,0.2058354082
802,344250000,0.2058353577,0.2058354793
803,344250000,0.2058353584,0.2058353859
804,344250000,0.2058353584,0.2058354163
805,344250000,0.2058353584,0.2058354321
806,344250000,0.2058353584,0.2058354397
807,344250000,0.2058353584,0.20583545
808,344250000,0.2058353623,0.2058354513
809,344250000,0.2058353623,0.2058354616
810,344250000,0.2058353631,0.2058354037
811,344250000,0.2058353631,0.2058354074
812,344250000,0.2058353631,0.2058354159
813,344250000,0.2058353631,0.205835416
814,344250000,0.2058353631,0.2058354328
815,344250000,0.2058353631,0.2058354414
816,344250000,0.2058353631,0.2058354572
817,344250000,0.2058353632,0.2058354583
818,344250000,0.2058353632,0.205835463
819,344250000,0.2058353632,0.205835492
820,344250000,0.2058353655,0.2058354136
821,344250000,0.2058353663,0.2058354507
822,344250000,0.2058353663,0.2058354684
823,344250000,0.2058353663,0.205835492
824,344250000,0.2058353678,0.2058353771
825,344250000,0.2058353678,0.2058354029
826,344250000,0.2058353678,0.2058354534
827,344250000,0.2058353678,0.205835463
828,344250000,0.2058353681,0.2058354903
829,344250000,0.2058353686,0.2058354545
830,344250000,0.2058353702,0.2058353962
831,344250000,0.2058353702,0.2058354047
832,344250000,0.2058353702,0.2058354136
833,344250000,0.2058353702,0.2058354479
834,344250000,0.2058353709,0.2058354088
835,344250000,0.2058353709,0.2058354241
836,344250000,0.205835371,0.2058354349
837,344250000,0.205835371,0.2058354879
838,344250000,0.2058353719,0.2058353948
839,344250000,0.2058353719,0.2058354011
840,344250000,0.2058353719,0.2058354067
841,344250000,0.2058353719,0.2058354082
842,344250000,0.2058353719,0.2058354119
843,344250000,0.2058353719,0.2058354152
844,344250000,0.2058353719,0.2058354238
845,344250000,0.2058353719,0.2058354249
846,344250000,0.2058353719,0.2058354356
847,344250000,0.2058353719,0.2058354514
848,344250000,0.2058353719,0.205835457
849,344250000,0.2058353719,0.2058354571
850,344250000,0.2058353719,0.2058354836
851,344250000,0.2058353719,0.2058354979
852,344250000,0.2058353726,0.2058354411
853,344250000,0.2058353729,0.2058354163
854,344250000,0.2058353729,0.2058354398
855,344250000,0.2058353729,0.205835462
856,344250000,0.2058353751,0.2058354301
857,344250000,0.2058353759,0.2058354507
858,344250000,0.2058353759,0.2058354667
859,344250000,0.2058353759,0.2058354684
860,344250000,0.2058353759,0.205835492
861,344250000,0.205835376,0.2058354326
862,344250000,0.205835376,0.2058354443
863,344250000,0.205835376,0.2058354454
864,344250000,0.205835376,0.2058354469
865,344250000,0.205835376,0.2058354508
866,344250000,0.205835376,0.2058354535
867,344250000,0.205835376,0.2058354879
868,344250000,0.2058353764,0.2058354903
869,344250000,0.2058353771,0.2058354226
870,344250000,0.2058353775,0.2058354185
871,344250000,0.2058353775,0.2058354684
872,344250000,0.2058353783,0.2058354409
873,344250000,0.2058353783,0.2058354534
874,344250000,0.2058353787,0.2058353997
875,344250000,0.2058353787,0.2058354047
876,344250000,0.2058353787,0.2058354163
877,344250000,0.2058353787,0.2058354719
878,344250000,0.2058353794,0.2058354409
879,344250000,0.2058353803,0.205835408
880,344250000,0.2058353803,0.2058354873
881,344250000,0.2058353815,0.205835457
882,344250000,0.2058353816,0.2058354961
883,344250000,0.2058353827,0.2058354185
884,344250000,0.2058353827,0.2058354268
885,344250000,0.2058353843,0.2058354524
886,344250000,0.2058353849,0.205835449
887,344250000,0.2058353849,0.2058354685
888,344250000,0.2058353849,0.2058354699
889,344250000,0.2058353849,0.2058354902
890,344250000,0.2058353849,0.2058355105
891,344250000,0.2058353849,0.2058355111
892,344250000,0.2058353854,0.2058354409
893,344250000,0.2058353854,0.2058354411
894,344250000,0.2058353854,0.2058354454
895,344250000,0.2058353854,0.2058354469
896,344250000,0.2058353856,0.2058353943
897,344250000,0.2058353883,0.2058354544
898,344250000,0.2058353885,0.2058354298
899,344250000,0.2058353885,0.2058354583
900,344250000,0.2058353885,0.2058354667
901,344250000,0.2058353885,0.2058354684
902,344250000,0.2058353885,0.2058354846
903,344250000,0.2058353885,0.2058355084
904,344250000,0.2058353912,0.2058354247
905,344250000,0.2058353915,0.2058354773
906,344250000,0.2058353918,0.2058354415
907,344250000,0.2058353927,0.2058354082
908,344250000,0.2058353927,0.2058354119
909,344250000,0.2058353927,0.2058354411
910,344250000,0.2058353927,0.205835457
911,344250000,0.2058353927,0.2058354836
912,344250000,0.205835392,0.2058353959
913,344250000,0.205835392,0.2058354082
914,344250000,0.205835392,0.2058354241
915,344250000,0.205835392,0.2058354243
916,344250000,0.205835392,0.2058354868
917,344250000,0.2058353931,0.2058354534
918,344250000,0.2058353931,0.2058354872
919,344250000,0.2058353937,0.2058354446
920,344250000,0.2058353939,0.2058353959
921,344250000,0.2058353939,0.2058354082
922,344250000,0.2058353939,0.205835434
923,344250000,0.2058353939,0.205835457
924,344250000,0.2058353939,0.2058354571
925,344250000,0.2058353939,0.2058354793
926,344250000,0.2058353939,0.2058354836
927,344250000,0.2058353939,0.2058354979
928,344250000,0.2058353945,0.2058353956
929,344250000,0.2058353945,0.2058354107
930,344250000,0.2058353945,0.2058354401
931,344250000,0.2058353953,0.2058354298
932,344250000,0.2058353953,0.2058354808
933,344250000,0.2058353953,0.2058354879
934,344250000,0.2058353956,0.205835449
935,344250000,0.2058353956,0.2058354631
936,344250000,0.2058353956,0.2058354648
937,344250000,0.2058353959,0.2058354003
938,344250000,0.2058353963,0.2058354173
939,344250000,0.2058353963,0.2058354507
940,344250000,0.2058353963,0.2058355034
941,344250000,0.2058353968,0.205835466
942,344250000,0.2058353974,0.2058354152
943,344250000,0.2058353974,0.2058354285
944,344250000,0.2058353974,0.2058354335
945,344250000,0.2058353974,0.205835434
946,344250000,0.2058353974,0.2058354411
947,344250000,0.2058353974,0.2058354509
948,344250000,0.2058353974,0.2058354523
949,344250000,0.2058353974,0.2058354712
950,344250000,0.2058353974,0.205835476
951,344250000,0.2058353974,0.2058354836
952,344250000,0.2058353991,0.2058354396
953,344250000,0.2058353991,0.2058354631
954,344250000,0.2058353991,0.2058354634
955,344250000,0.2058353991,0.205835469
956,344250000,0.2058353997,0.205835485
957,344250000,0.2058353997,0.2058355034
958,344250000,0.2058354003,0.2058354107
959,344250000,0.2058354003,0.2058354409
960,344250000,0.2058354003,0.20583545
961,344250000,0.2058354005,0.2058354299
962,344250000,0.2058354005,0.2058354363
963,344250000,0.2058354005,0.205835449
964,344250000,0.2058354005,0.2058354615
965,344250000,0.2058354006,0.2058354335
966,344250000,0.2058354006,0.2058354583
967,344250000,0.2058354006,0.2058354685
968,344250000,0.2058354006,0.2058354989
969,344250000,0.2058354006,0.2058355026
970,344250000,0.2058354006,0.2058355034
971,344250000,0.2058354007,0.2058354866
972,344250000,0.2058354007,0.2058354893
973,344250000,0.2058354007,0.205835492
974,344250000,0.2058354011,0.2058354037
975,344250000,0.2058354011,0.2058354272
976,344250000,0.2058354011,0.2058354341
977,344250000,0.2058354011,0.2058354363
978,344250000,0.2058354011,0.2058354634
979,344250000,0.2058354011,0.205835475
980,344250000,0.2058354011,0.2058354961
981,344250000,0.2058354011,0.2058355052
982,344250000,0.2058354016,0.2058354846
983,344250000,0.2058354016,0.2058354866
984,344250000,0.2058354017,0.2058354341
985,344250000,0.2058354017,0.205835454
986,344250000,0.2058354017,0.2058354649
987,344250000,0.2058354017,0.205835473
988,344250000,0.2058354021,0.2058354296
989,344250000,0.2058354021,0.2058354363
990,344250000,0.2058354021,0.2058354388
991,344250000,0.2058354021,0.2058354467
992,344250000,0.2058354021,0.205835447
993,344250000,0.2058354021,0.205835449
994,344250000,0.2058354021,0.2058354494
995,344250000,0.2058354021,0.2058354559
996,344250000,0.2058354021,0.2058354685
997,344250000,0.2058354021,0.2058354699
998,344250000,0.2058354021,0.2058354895
999,344250000,0.2058354021,0.20583549
1000,344250000,0.2058354021,0.2058354902
1001,344250000,0.2058354021,0.2058355111
1002,344250000,0.2058354027,0.2058354228
1003,344250000,0.2058354029,0.2058354247
1004,344250000,0.205835402,0.2058354685
1005,344250000,0.2058354031,0.2058354363
1006,344250000,0.2058354035,0.2058354381
1007,344250000,0.2058354038,0.2058354583
1008,344250000,0.2058354037,0.205835492
1009,344250000,0.205835403,0.2058354796
1010,344250000,0.205835403,0.2058354836
1011,344250000,0.2058354047,0.2058354533
1012,344250000,0.2058354047,0.2058355034
1013,344250000,0.2058354048,0.2058354836
1014,344250000,0.2058354053,0.2058354363
1015,344250000,0.2058354053,0.2058354648
1016,344250000,0.2058354053,0.205835469
1017,344250000,0.2058354053,0.2058355111
1018,344250000,0.2058354058,0.2058354684
1019,344250000,0.2058354058,0.205835492
1020,344250000,0.2058354058,0.2058355037
1021,344250000,0.2058354059,0.2058354061
1022,344250000,0.2058354061,0.2058354533
1023,344250000,0.2058354061,0.2058354684
1024,344250000,0.2058354061,0.2058354808
1025,344250000,0.2058354061,0.2058354811
1026,344250000,0.2058354061,0.2058354857
1027,344250000,0.2058354062,0.2058354685
1028,344250000,0.2058354062,0.2058354851
1029,344250000,0.2058354062,0.2058354992
1030,344250000,0.2058354064,0.2058354393
1031,344250000,0.2058354064,0.205835491
1032,344250000,0.2058354067,0.2058355078
1033,344250000,0.2058354068,0.2058354222
1034,344250000,0.2058354068,0.2058354332
1035,344250000,0.2058354068,0.2058354359
1036,344250000,0.2058354068,0.2058354363
1037,344250000,0.2058354068,0.2058354372
1038,344250000,0.2058354068,0.2058354394
1039,344250000,0.2058354068,0.2058354554
1040,344250000,0.2058354068,0.2058354634
1041,344250000,0.2058354068,0.2058355
1042,344250000,0.2058354069,0.2058354992
1043,344250000,0.2058354077,0.2058354667
1044,344250000,0.2058354077,0.2058354773
1045,344250000,0.2058354077,0.2058355084
1046,344250000,0.2058354082,0.2058354161
1047,344250000,0.2058354089,0.2058354097
1048,344250000,0.2058354089,0.2058354115
1049,344250000,0.2058354089,0.2058354147
1050,344250000,0.2058354092,0.2058354169
1051,344250000,0.2058354092,0.2058354415
1052,344250000,0.2058354092,0.2058354526
1053,344250000,0.2058354092,0.205835504
1054,344250000,0.2058354092,0.2058355228
1055,344250000,0.2058354093,0.2058354812
1056,344250000,0.2058354097,0.2058354533
1057,344250000,0.2058354097,0.2058354832
1058,344250000,0.2058354097,0.205835492
1059,344250000,0.2058354097,0.2058355017
1060,344250000,0.2058354097,0.2058355034
1061,344250000,0.2058354104,0.2058354398
1062,344250000,0.2058354104,0.2058354434
1063,344250000,0.2058354104,0.2058354732
1064,344250000,0.2058354107,0.2058354443
1065,344250000,0.2058354107,0.2058354992
1066,344250000,0.2058354107,0.2058355026
1067,344250000,0.2058354107,0.2058355034
1068,344250000,0.2058354115,0.2058355034
1069,344250000,0.2058354125,0.2058354828
1070,344250000,0.2058354129,0.2058354866
1071,344250000,0.2058354133,0.2058355155
1072,344250000,0.2058354147,0.2058354326
1073,344250000,0.2058354147,0.205835449
1074,344250000,0.2058354147,0.2058354648
1075,344250000,0.2058354147,0.2058354772
1076,344250000,0.2058354147,0.2058354848
1077,344250000,0.2058354147,0.2058355017
1078,344250000,0.2058354147,0.2058355026
1079,344250000,0.2058354147,0.2058355034
1080,344250000,0.2058354147,0.2058355153
1081,344250000,0.205835415,0.205835475
1082,344250000,0.205835415,0.2058355034
1083,344250000,0.205835416,0.2058354631
1084,344250000,0.2058354161,0.205835434
1085,344250000,0.2058354161,0.2058354836
1086,344250000,0.2058354164,0.2058354615
1087,344250000,0.2058354164,0.205835474
1088,344250000,0.2058354173,0.2058354424
1089,344250000,0.2058354173,0.2058354624
1090,344250000,0.205835417,0.2058354222
1091,344250000,0.205835418,0.2058354404
1092,344250000,0.2058354183,0.2058354485
1093,344250000,0.2058354183,0.205835474
1094,344250000,0.2058354185,0.2058354218
1095,344250000,0.2058354188,0.2058354372
1096,344250000,0.2058354188,0.2058354555
1097,344250000,0.2058354188,0.205835473
1098,344250000,0.2058354189,0.2058354341
1099,344250000,0.2058354189,0.2058354601
1100,344250000,0.2058354195,0.2058354926
1101,344250000,0.2058354195,0.205835506
1102,344250000,0.205835419,0.2058354226
1103,344250000,0.205835419,0.205835473
1104,344250000,0.2058354203,0.2058354277
1105,344250000,0.2058354203,0.2058354992
1106,344250000,0.2058354208,0.205835473
1107,344250000,0.2058354209,0.2058354443
1108,344250000,0.205835421,0.2058354509
1109,344250000,0.2058354214,0.2058354443
1110,344250000,0.2058354214,0.205835449
1111,344250000,0.2058354214,0.2058354494
1112,344250000,0.2058354214,0.2058354851
1113,344250000,0.2058354214,0.2058354992
1114,344250000,0.2058354214,0.205835501
1115,344250000,0.2058354214,0.2058355017
1116,344250000,0.2058354214,0.2058355034
1117,344250000,0.2058354214,0.2058355111
1118,344250000,0.2058354214,0.2058355153
1119,344250000,0.2058354218,0.2058354409
1120,344250000,0.2058354218,0.205835463
1121,344250000,0.2058354218,0.2058354832
1122,344250000,0.2058354223,0.2058354507
1123,344250000,0.2058354223,0.2058354667
1124,344250000,0.2058354223,0.2058354827
1125,344250000,0.2058354223,0.205835492
1126,344250000,0.2058354226,0.2058354415
1127,344250000,0.2058354226,0.2058354434
1128,344250000,0.2058354226,0.2058354526
1129,344250000,0.2058354226,0.2058354779
1130,344250000,0.2058354226,0.205835492
1131,344250000,0.2058354234,0.205835456
1132,344250000,0.2058354235,0.2058354363
1133,344250000,0.2058354235,0.2058354699
1134,344250000,0.2058354235,0.2058354812
1135,344250000,0.2058354237,0.2058354786
1136,344250000,0.2058354241,0.2058354363
1137,344250000,0.2058354246,0.2058354422
1138,344250000,0.2058354246,0.2058354622
1139,344250000,0.2058354247,0.2058354283
1140,344250000,0.2058354247,0.205835463
1141,344250000,0.2058354249,0.205835473
1142,344250000,0.205835424,0.2058354526
1143,344250000,0.205835424,0.2058354992
1144,344250000,0.205835424,0.2058355034
1145,344250000,0.2058354253,0.2058354459
1146,344250000,0.2058354253,0.2058354467
1147,344250000,0.2058354262,0.2058354573
1148,344250000,0.2058354267,0.2058354848
1149,344250000,0.205835428,0.2058354301
1150,344250000,0.205835428,0.2058354404
1151,344250000,0.205835428,0.2058354712
1152,344250000,0.2058354287,0.205835454
1153,344250000,0.2058354287,0.2058354897
1154,344250000,0.2058354291,0.2058354415
1155,344250000,0.2058354291,0.205835486
1156,344250000,0.2058354291,0.2058354992
1157,344250000,0.2058354292,0.2058354299
1158,344250000,0.2058354292,0.2058354363
1159,344250000,0.2058354292,0.2058354485
1160,344250000,0.2058354292,0.205835449
1161,344250000,0.2058354292,0.2058354648
1162,344250000,0.2058354292,0.2058354685
1163,344250000,0.2058354292,0.2058354699
1164,344250000,0.2058354292,0.2058355105
1165,344250000,0.2058354293,0.2058354775
1166,344250000,0.2058354299,0.2058354828
1167,344250000,0.2058354298,0.2058354623
1168,344250000,0.2058354301,0.2058354332
1169,344250000,0.2058354301,0.205835449
1170,344250000,0.2058354301,0.2058354494
1171,344250000,0.2058354301,0.2058354665
1172,344250000,0.2058354301,0.2058354685
1173,344250000,0.2058354301,0.2058354772
1174,344250000,0.2058354301,0.2058355017
1175,344250000,0.2058354301,0.2058355105
1176,344250000,0.2058354301,0.2058355111
1177,344250000,0.2058354305,0.2058354494
1178,344250000,0.2058354308,0.2058354362
1179,344250000,0.2058354314,0.2058354393
1180,344250000,0.2058354314,0.2058354485
1181,344250000,0.2058354314,0.205835449
1182,344250000,0.2058354314,0.2058354634
1183,344250000,0.2058354314,0.2058354902
1184,344250000,0.2058354314,0.2058354955
1185,344250000,0.2058354314,0.2058355
1186,344250000,0.2058354317,0.2058354437
1187,344250000,0.2058354321,0.2058354846
1188,344250000,0.2058354325,0.2058354507
1189,344250000,0.2058354334,0.2058354622
1190,344250000,0.205835433,0.205835473
1191,344250000,0.2058354346,0.2058354362
1192,344250000,0.2058354347,0.2058354477
1193,344250000,0.2058354356,0.2058354631
1194,344250000,0.2058354359,0.2058354573
1195,344250000,0.2058354363,0.2058354542
1196,344250000,0.2058354363,0.2058354682
1197,344250000,0.2058354363,0.205835478
1198,344250000,0.2058354362,0.2058354508
1199,344250000,0.2058354362,0.2058354524
1200,344250000,0.2058354362,0.2058354667
1201,344250000,0.2058354369,0.205835463
1202,344250000,0.2058354372,0.2058354657
1203,344250000,0.2058354372,0.2058354886
1204,344250000,0.2058354376,0.2058354848
1205,344250000,0.2058354387,0.2058354779
1206,344250000,0.205835439,0.2058354468
1207,344250000,0.2058354393,0.2058355104
1208,344250000,0.2058354396,0.2058354532
1209,344250000,0.2058354404,0.2058354494
1210,344250000,0.2058354404,0.205835456
1211,344250000,0.2058354404,0.2058355105
1212,344250000,0.2058354417,0.205835469
1213,344250000,0.2058354417,0.205835501
1214,344250000,0.205835441,0.2058354684
1215,344250000,0.205835441,0.2058354732
1216,344250000,0.205835441,0.205835492
1217,344250000,0.2058354422,0.2058354583
1218,344250000,0.2058354422,0.2058354667
1219,344250000,0.2058354422,0.205835492
1220,344250000,0.2058354425,0.2058354664
1221,344250000,0.2058354427,0.205835448
1222,344250000,0.2058354437,0.2058354758
1223,344250000,0.2058354443,0.2058354532
1224,344250000,0.2058354446,0.2058354523
1225,344250000,0.2058354455,0.2058354535
1226,344250000,0.2058354455,0.2058354544
1227,344250000,0.2058354455,0.2058354609
1228,344250000,0.2058354455,0.2058354779
1229,344250000,0.2058354455,0.2058355104
1230,344250000,0.2058354456,0.2058354846
1231,344250000,0.2058354456,0.205835492
1232,344250000,0.2058354468,0.2058354836
1233,344250000,0.2058354477,0.2058354633
1234,344250000,0.2058354489,0.2058354812
1235,344250000,0.205835448,0.205835452
1236,344250000,0.2058354493,0.2058354836
1237,344250000,0.2058354514,0.2058354615
1238,344250000,0.2058354524,0.2058354622
1239,344250000,0.205835452,0.205835473
1240,344250000,0.205835452,0.2058355
1241,344250000,0.2058354534,0.2058354886
1242,344250000,0.2058354539,0.2058354609
1243,344250000,0.2058354539,0.2058354865
1244,344250000,0.2058354542,0.2058354648
1245,344250000,0.205835456,0.2058354759
1246,344250000,0.2058354579,0.2058354649
1247,344250000,0.205835457,0.2058354699
1248,344250000,0.2058354583,0.2058354622
1249,344250000,0.20583545,0.205835452
1250,344250000,0.20583545,0.205835475
1251,344250000,0.20583545,0.2058355034
1252,344250000,0.2058354622,0.2058354827
1253,344250000,0.2058354622,0.205835492
1254,344250000,0.2058354623,0.2058354684
1255,344250000,0.2058354639,0.2058354664
1256,344250000,0.2058354646,0.2058354926
1257,344250000,0.2058354649,0.2058355017
1258,344250000,0.2058354657,0.2058355
1259,344250000,0.2058354663,0.2058355017
1260,344250000,0.2058354682,0.2058354699
1261,344250000,0.2058354682,0.2058354771
1262,344250000,0.2058354685,0.205835478
1263,344250000,0.2058354685,0.2058354941
1264,344250000,0.2058354691,0.205835476
1265,344250000,0.2058354691,0.205835492
1266,344250000,0.205835469,0.2058354695
1267,344250000,0.20583546,0.2058354663
1268,344250000,0.2058354745,0.2058354849
1269,344250000,0.205835474,0.2058354886
1270,344250000,0.205835475,0.2058354861
1271,344250000,0.205835475,0.2058354935
1272,344250000,0.2058354775,0.2058354913
1273,344250000,0.2058354812,0.205835519
1274,344250000,0.2058354886,0.2058354955
1275,344250000,0.2058354886,0.2058355028
1276,344250000,0.2058354913,0.205835492
1277,344250000,0.2058354913,0.2058355017
1278,344250000,0.2058354913,0.2058355034
1279,344250000,0.20583549,0.2058354913
1280,346800000,0.2067359792,0.2067407313
1281,346800000,0.2067396868,0.2067443745
1282,346800000,0.2067559793,0.2067603098
1283,346800000,0.2067594038,0.2067636842
1284,349350000,0.203348094,0.2034161101
1285,349350000,0.2033722512,0.2034402622
1286,352750000,0.2051499635,0.2051506442
1287,36550000,0.2053436366,0.2053826081
1288,36550000,0.2053806437,0.2054008935
1289,36550000,0.2053806437,0.2054093899
1290,36550000,0.2053866014,0.2053979856
1291,367200000,0.2061301444,0.2064424804
1292,370600000,0.2052391007,0.2053746071
1293,370600000,0.2053928414,0.205400705
1294,379100000,0.2056493584,0.2058034332
1295,379100000,0.2056493584,0.2058124689
1296,385050000,0.2040440211,0.2040441919
1297,386750000,0.2020692604,0.2020756622
1298,386750000,0.2020692604,0.2020785296
1299,386750000,0.2020692604,0.2020787119
1300,386750000,0.2020692604,0.2020815886
1301,386750000,0.2020692604,0.2020909845
1302,386750000,0.2020692604,0.2020936388
1303,386750000,0.2020692604,0.2020941244
1304,386750000,0.2020692604,0.2020967932
1305,386750000,0.2020721007,0.2020756622
1306,386750000,0.2020721007,0.2020785296
1307,386750000,0.2020721007,0.2020787119
1308,386750000,0.2020721007,0.2020815886
1309,386750000,0.2020721007,0.2020909845
1310,386750000,0.2020721007,0.2020936388
1311,386750000,0.2020721007,0.2020941244
1312,386750000,0.2020721007,0.2020967932
1313,386750000,0.2020723188,0.2020756622
1314,386750000,0.2020723188,0.2020785296
1315,386750000,0.2020723188,0.2020787119
1316,386750000,0.2020723188,0.2020815886
1317,386750000,0.2020723188,0.2020909845
1318,386750000,0.2020723188,0.2020936388
1319,386750000,0.2020723188,0.2020941244
1320,386750000,0.2020723188,0.2020967932
1321,386750000,0.2020751687,0.2020756622
1322,386750000,0.2020751687,0.2020785296
1323,386750000,0.2020751687,0.2020787119
1324,386750000,0.2020751687,0.2020815886
1325,386750000,0.2020751687,0.2020909845
1326,386750000,0.2020751687,0.2020936388
1327,386750000,0.2020751687,0.2020941244
1328,386750000,0.2020751687,0.2020967932
1329,386750000,0.2020847852,0.2021125912
1330,386750000,0.2020847852,0.202115372
1331,386750000,0.2020847852,0.2021155432
1332,386750000,0.2020847852,0.2021183331
1333,386750000,0.2020874172,0.2021125912
1334,386750000,0.2020874172,0.202115372
1335,386750000,0.2020874172,0.2021155432
1336,386750000,0.2020874172,0.2021183331
1337,386750000,0.2020879318,0.2021125912
1338,386750000,0.2020879318,0.202115372
1339,386750000,0.2020879318,0.2021155432
1340,386750000,0.2020879318,0.2021183331
1341,386750000,0.202090579,0.2021125912
1342,386750000,0.202090579,0.202115372
1343,386750000,0.202090579,0.2021155432
1344,386750000,0.202090579,0.2021183331
1345,386750000,0.202111239,0.2021422088
1346,386750000,0.202111239,0.2021437259
1347,386750000,0.202111239,0.2021449543
1348,386750000,0.202111239,0.2021464898
1349,386750000,0.2021128009,0.2021422088
1350,386750000,0.2021128009,0.2021437259
1351,386750000,0.2021128009,0.2021449543
1352,386750000,0.2021128009,0.2021464898
1353,386750000,0.2021140903,0.2021422088
1354,386750000,0.2021140903,0.2021437259
1355,386750000,0.2021140903,0.2021449543
1356,386750000,0.2021140903,0.2021464898
1357,386750000,0.202115671,0.2021422088
1358,386750000,0.202115671,0.2021437259
1359,386750000,0.202115671,0.2021449543
1360,386750000,0.202115671,0.2021464898
1361,387600000,0.2058908886,0.2058918882
1362,394400000,0.2043629707,0.2044034849
1363,394400000,0.2043707706,0.2044034849
1364,394400000,0.2043707706,0.2044110529
1365,402050000,0.2051598879,0.2055648882
1366,402050000,0.2051678383,0.2055724561
1367,402050000,0.2051767677,0.2053545441
1368,402050000,0.2051780752,0.2055829498
1369,402050000,0.2051802063,0.2052563157
1370,402050000,0.2051802063,0.2055851161
1371,402050000,0.2051805848,0.2052563157
1372,402050000,0.2051854082,0.2055899313
1373,402050000,0.2052329277,0.2056383666
1374,402050000,0.2052508103,0.2053264027
1375,402050000,0.2052518248,0.2052865108
1376,402050000,0.2052665616,0.2052865108
1377,402050000,0.2052685896,0.2052865108
1378,406300000,0.204812823,0.2050153167
1379,406300000,0.204823556,0.2050153167
1380,407150000,0.2061749644,0.2063220886
1381,412250000,0.2067063419,0.2068605507
1382,412250000,0.2067236274,0.2068772634
1383,414800000,0.2067924559,0.2068673784
1384,414800000,0.2067928545,0.2068697304
1385,414800000,0.2067935577,0.2068688656
1386,414800000,0.2068228705,0.2068999131
1387,414800000,0.206822891,0.2068981315
1388,414800000,0.2068235109,0.2068991028
1389,414800000,0.2068404951,0.2069158575
1390,414800000,0.2068412183,0.2069160323
1391,414800000,0.206842153,0.2069173336
1392,4250000,0.2031659787,0.2031722393
1393,4250000,0.2031662411,0.2031725569
